76.14.0.7,161,"public","Linux hsdsmon.sf.astound.net 2.6.9-42.ELsmp #1 SMP Tue Aug 15 10:35:26 BST 2006 x86_64"
76.14.0.35,161,"public","Cisco Internetwork Operating System Software ..IOS (tm) C3500XL Software (C3500XL-C3H2S-M), Version 12.0(5.2)XU, MAINTENANCE INTERIM SOFTWARE..Copyright (c) 1986-2000 by cisco Systems, Inc...Compiled Mon 17-Jul-00 18:29 by ayounes"
76.14.0.38,161,"public","Foundry Networks, Inc. ServerIron Switch, Iron Software Version 07.5.00dT12 Compiled on Jun 21 2006 at 20:22:57 labeled as SLB07500d"
76.14.0.48,161,"public","BSR 64000(tm) << HW_REV: Hardware Revision: CHS-0009-01;VENDOR: Motorola Inc, BOOTR: RDN 6.0.0.52, SW_REV: SW Version: 6.0.1.4 >>, Copyright(c) 2001 Motorola, Compiled: Fri Apr 15 16:25:06 GMT 2011, Processor: MPC7410-MPC8260, Memory: 512MB"
76.14.0.58,161,"public","R24-82712"
76.14.0.53,161,"public","-- Unknown --"
